CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
PZPC040004,5,F,NT,LICEO CLASSICO,FISICA,9788808829238,"AMALDI UGO  ",TRAIETTORIE DELLA FISICA (LE) 3ED - VOLUME 3 (LDM),"ELETTROMAGNETISMO, RELATIVITÀ E QUANTI",3,ZANICHELLI EDITORE,"36,50",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,"SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA)",9788808720160,SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI,"CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). ORGANICA, BIOCHIM. BIOTECN. (LDM)","CHIMICA ORGANICA, BIOCHIMICA, BIOTECNOLOGIE",U,ZANICHELLI EDITORE,"34,50",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,STORIA DELL'ARTE,9788828616511,"SETTIS SALVATORE - MONTANARI TOMASO ",ARTE. UNA STORIA NATURALE E CIVILE - ED. BLU,VOLUME 3,3,EINAUDI SCUOLA,"48,20",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,DIRITTO ED ECONOMIA,9788839563200,"MARIA RITA CATTANI - FLAVIA ZACCARINI ",NEL MONDO CHE CAMBIA SECONDA EDIZIONE - QUINTO ANNO,CORSO DI DIRITTO ED ECONOMIA PER IL QUINTO ANNO LES,2,PARAVIA,"28,70",No,Si,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535764,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 2B,ND,2,PARAVIA,"26,40",No,No,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535771,GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3A,ND,3,PARAVIA,"8,50",No,Si,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535788,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3B,ND,3,PARAVIA,"35,40",No,Si,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535795,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3C,ND,3,PARAVIA,"35,60",No,Si,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788808306692,RODIGHIERO ANDREA - MAZZOLDI SABINA - PIOVAN DINO,CON PAROLE ALATE  - VOL. 3 DA PLATONE AL TARDO ANTICO (LDM),"AUTORI, TESTI E CONTESTI DELLA LETTERATURA GRECA",3,ZANICHELLI EDITORE,"49,00",No,Si,No
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788891434357,"LISIA  ",PER L'UCCISIONE DI ERATOSTENE,ND,U,SIMONE PER LA SCUOLA,"13,00",No,No,Mo
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788891434531,"EURIPIDE  ",MEDEA,NUOVA EDIZIONE S163,U,SIMONE PER LA SCUOLA,"16,00",No,No,Mo
PZPC040004,5,G,NT,LICEO CLASSICO,LINGUA LATINA,9788805079841,SCHEMBRA ROCCO - PRIVITERA A - SORBELLO D M,NOTOS + AUSTER,VERSIONI GRECHE E LATINE PER IL SECONDO BIENNIO E IL QUINTO ANNO,U,SEI,"35,40",No,No,Ap
